Date,PEJ,BIL,DZL
28/05/24,44.04,91.82,NaN
03/06/24,44.3332,91.51,NaN
10/06/24,43.64,91.62,NaN
17/06/24,44.55,91.7,NaN
24/06/24,45.42,91.78,NaN
01/07/24,45.09,91.49,6138.3854
08/07/24,45.75,91.58,NaN
15/07/24,45.4725,91.67,NaN
22/07/24,44.45,91.77,NaN
29/07/24,43.18,91.47,NaN
05/08/24,43.61,91.54,5934.0719
12/08/24,44.76,91.65,5938.836
19/08/24,46.65,91.73,NaN
26/08/24,46.21,91.82,6287.4342
03/09/24,44.63,91.53,6068.3674
09/09/24,46.14,91.62,NaN
16/09/24,47.55,91.73,NaN
23/09/24,47.76,91.8,NaN
30/09/24,47.82,91.51,6511.7665
07/10/24,48.43,91.6,6597.3622
14/10/24,49.3,91.67,6708.9712
21/10/24,48.97,91.75,6663.3806
28/10/24,49.52,91.48,6745.7709
04/11/24,52.42,91.58,7143.2583
11/11/24,51.6,91.63,7033.7528
18/11/24,53.6,91.72,7054.9588
25/11/24,54.39,91.78,NaN
02/12/24,55.28,91.55,7535.8169
09/12/24,54.14,91.64,7334.319
16/12/24,52.41,91.33,7145.3931
23/12/24,52.56,91.41,7158.5554
30/12/24,52.64,91.46,7171.8028
06/01/25,51.74,91.54,7035.6254
13/01/25,52.84,91.63,7135.2701
21/01/25,54.07,91.69,7354.7077
27/01/25,55.86,91.75,7510.3254
03/02/25,56.77,91.5,NaN
10/02/25,57.3547,91.58,NaN
18/02/25,54.99,91.66,NaN
24/02/25,54.65,91.72,NaN
03/03/25,50.58,91.51,NaN
10/03/25,48.28,91.58,NaN
17/03/25,49.6,91.66,NaN
24/03/25,48.7,91.73,NaN
31/03/25,43.48,91.48,NaN
07/04/25,46.02,91.56,6265.532
14/04/25,46.7,91.63,6353.2162
21/04/25,48.3,91.7,6199.1135
28/04/25,49.85,91.46,6784.3503
05/05/25,50.06,91.53,6821.0315
12/05/25,53.25,91.6,7250.3339
19/05/25,51.65,91.69,7035.5912
27/05/25,53.31,91.74,7256.0116
02/06/25,54.5,91.5,7422.9599
09/06/25,52.85,91.58,7203.6114
16/06/25,54.28,91.64,7399.0077
23/06/25,56.75,91.72,7719.8989
30/06/25,57.81,91.5,7773.8523
07/07/25,57.73,91.56,7849.4671
14/07/25,58.58,91.6,7979.4175
